category_id,restaurant_id
american_381,wingsstreet-schaerbeek
sandwiches_671,snack-la-couronne
snacks_201,snack-la-couronne
grill_801,snack-la-couronne
italian-pizza_271,latelier-a-pizza-helmet
pasta_1614,latelier-a-pizza-helmet
salads_1456,latelier-a-pizza-helmet
burgers_1984,kfc-brussels
snacks_201,kfc-brussels
american_381,kfc-brussels
sushi_51,sushi-world-bruxelles
burgers_1984,sushi-world-bruxelles
100-halal_921,sushi-world-bruxelles
desserts_954,starbucks-montgomery
breakfast_681,starbucks-montgomery
baked-goods_2468,starbucks-montgomery
desserts_954,einab-syrian-sweets
burgers_1984,yann-culinary
sandwiches_671,yann-culinary
falafel_1256,yann-culinary
2600,yann-culinary
pita-kebab_651,snack-emirdag-rogier
halal_371,snack-emirdag-rogier
sandwiches_671,snack-emirdag-rogier
sandwiches_671,le-mezze-chez-firas
grill_801,le-mezze-chez-firas
italian-pizza_271,time-break
sandwiches_671,time-break
100-halal_921,time-break
burgers_1984,met-jeanine
salads_1456,met-jeanine
french_321,met-jeanine
burgers_1984,corner-churros
sandwiches_671,corner-churros
100-halal_921,corner-churros
desserts_954,caleo-cafe
breakfast_681,caleo-cafe
vegetarian_391,caleo-cafe
indian_71,nawab-restaurant
tandoori_1624,nawab-restaurant
curry_731,nawab-restaurant
burgers_1984,the-public-house-12-ixelles
701,the-public-house-12-ixelles
italian-pizza_271,chez-bibo
burgers_1984,chez-bibo
halal_371,chez-bibo
burgers_1984,tonton-chami-madou
tacos_1964,tonton-chami-madou
snacks_201,tonton-chami-madou
pita-kebab_651,snack-nador
pasta_1614,snack-nador
french-tacos_2548,snack-nador
burgers_1984,ocheese-saint-josse-ten-noode
fries_1734,ocheese-saint-josse-ten-noode
100-halal_921,ocheese-saint-josse-ten-noode
salads_1456,aragon
spanish-and-tapas_11,aragon
sushi_51,hawaiian-poke-bowl-arenberg
international_1486,hawaiian-poke-bowl-arenberg
desserts_954,starbucks-rogier
breakfast_681,starbucks-rogier
baked-goods_2468,starbucks-rogier
burgers_1984,shaky-burger
vegetarian_391,shaky-burger
100-halal_921,shaky-burger
2600,shaky-burger
desserts_954,oakberry
smoothie-and-juice_1664,oakberry
italian-pizza_271,pizza-liloo
desserts_954,pizza-liloo
salads_1456,pizza-liloo
steak_2004,onder-pide-new
turkish_511,onder-pide-new
turkish-pizza_291,onder-pide-new
2600,onder-pide-new
sushi_51,sushi-house-2
japanese_551,sushi-house-2
indian_71,bombay-inn
italian-pizza_271,asya-pizzaria
turkish-pizza_291,asya-pizzaria
pita-kebab_651,snack-aladdin
burgers_1984,snack-aladdin
fries_1734,snack-aladdin
italian-pizza_271,la-riviera-bruxelles
pasta_1614,la-riviera-bruxelles
italian-pizza_271,al-carso
italian_21,al-carso
other_101,poulet-servisss
chicken_231,poulet-servisss
chinese_41,bns
thai_61,bns
wok_561,bns
fries_1734,snack-sympa
halal_371,snack-sympa
snacks_201,snack-sympa
italian-pizza_271,napoli-da-leonardo-1
pasta_1614,napoli-da-leonardo-1
italian_21,napoli-da-leonardo-1
italian-pizza_271,pizzevia-ciao-ciao
pasta_1614,pizzevia-ciao-ciao
italian_21,pizzevia-ciao-ciao
sushi_51,miyako
japanese_551,miyako
desserts_954,miyako
indian_71,star-of-asia-1
2600,star-of-asia-1
italian-pizza_271,pizza-alba
pasta_1614,pizza-alba
italian_21,pizza-alba
italian-pizza_271,il-veliero
pita-kebab_651,shezan
indian_71,shezan
grill_801,shezan
egyptian_311,shezan
fish_421,shezan
chinese_41,orchidee-rose
thai_61,orchidee-rose
vietnamese_261,orchidee-rose
pita-kebab_651,atlasresto
burgers_1984,atlasresto
turkish_511,atlasresto
indian_71,mumtaz
smoothie-and-juice_1664,mumtaz
chicken_521,mumtaz
pita-kebab_651,konya
sandwiches_671,konya
grill_801,konya
sushi_51,rio-sushi-1200
japanese_551,rio-sushi-1200
noodles_1644,rio-sushi-1200
sushi_51,yama-sushi-woluwe-saint-lambert
japanese_551,yama-sushi-woluwe-saint-lambert
salads_1456,yama-sushi-woluwe-saint-lambert
italian-pizza_271,la-sardegna
pasta_1614,la-sardegna
italian_21,la-sardegna
lebanese_491,le-paradis-du-liban
grill_801,le-paradis-du-liban
falafel_1256,le-paradis-du-liban
turkish_511,pizzeria-istanbul-schaerbeek
turkish-pizza_291,pizzeria-istanbul-schaerbeek
thai_61,tom-yam-bruxelles
wok_561,tom-yam-bruxelles
salads_1456,tom-yam-bruxelles
pita-kebab_651,turkuaz-kebap
snacks_201,turkuaz-kebap
turkish_511,turkuaz-kebap
pita-kebab_651,hanedan-kebap-pizzeria
turkish_511,hanedan-kebap-pizzeria
turkish-pizza_291,hanedan-kebap-pizzeria
100-halal_921,poule-poulette-bruxelles
chicken_231,poule-poulette-bruxelles
belgian_1974,poule-poulette-bruxelles
italian-pizza_271,barakat
pasta_1614,barakat
100-halal_921,barakat
italian-pizza_271,topogigio
pasta_1614,topogigio
italian_21,topogigio
pita-kebab_651,pyramides-schaerbeek
shoarma_2014,pyramides-schaerbeek
fish_421,pyramides-schaerbeek
vietnamese_261,le-bol-de-riz
noodles_1644,le-bol-de-riz
chicken_521,le-bol-de-riz
vietnamese_261,phopho
soup_1406,phopho
halal_371,tekince-kebap
sandwiches_671,tekince-kebap
turkish_511,tekince-kebap
lebanese_491,the-purple-rose
grill_801,the-purple-rose
vegetarian_391,the-purple-rose
burgers_1984,greengo
halal_371,greengo
american_381,greengo
sandwiches_671,kitchen-151-brussels
desserts_954,kitchen-151-brussels
kosher_631,kitchen-151-brussels
italian-pizza_271,les-4-freres-pizzeria
pasta_1614,les-4-freres-pizzeria
italian_21,les-4-freres-pizzeria
2600,les-4-freres-pizzeria
italian-pizza_271,la-ruota-1
pasta_1614,la-ruota-1
american-pizza_281,la-ruota-1
tacos_1964,otacos-brussels
100-halal_921,otacos-brussels
french_321,otacos-brussels
chinese_41,china-express-ixelles
noodles_1644,china-express-ixelles
chicken_521,china-express-ixelles
turkish_511,pizzeria-kocak
vegetarian_391,pizzeria-kocak
turkish-pizza_291,pizzeria-kocak
2600,pizzeria-kocak
indian_71,jai-ho
tandoori_1624,jai-ho
lebanese_491,dilmon
salads_1456,dilmon
chicken_521,dilmon
italian-pizza_271,al-solito-posto
pasta_1614,al-solito-posto
italian_21,al-solito-posto
indian_71,new-annapurna
2600,new-annapurna
sushi_51,gatsu-gatsu
wok_561,gatsu-gatsu
halal_371,gatsu-gatsu
chinese_41,cuisine-speciale
thai_61,cuisine-speciale
vietnamese_261,cuisine-speciale
salads_1456,bagel-corner
bagel_1884,bagel-corner
pita-kebab_651,snack-letang
fries_1734,snack-letang
snacks_201,snack-letang
sushi_51,sushiya
japanese_551,sushiya
burgers_1984,indian-royal-fast-food
indian_71,indian-royal-fast-food
sandwiches_671,indian-royal-fast-food
vietnamese_261,banh-mi-express
salads_1456,yummy-bowl
vegetarian_391,yummy-bowl
falafel_1215,yummy-bowl
italian-pizza_271,il-colosseo-bruxelles
pasta_1614,il-colosseo-bruxelles
italian_21,il-colosseo-bruxelles
italian-pizza_271,pizza-king-bruxelles
pasta_1614,pizza-king-bruxelles
100-halal_921,pizza-king-bruxelles
pita-kebab_651,snack-georges-henri
tacos_1964,snack-georges-henri
halal_371,snack-georges-henri
2600,snack-georges-henri
pasta_1614,enka
sandwiches_671,enka
salads_1456,enka
pita-kebab_651,snack-felix-1
fries_1734,snack-felix-1
snacks_201,snack-felix-1
salads_1456,standby
breakfast_681,standby
bagel_1884,standby
italian-pizza_271,deas-pizza-ixelles
american-pizza_281,deas-pizza-ixelles
chinese_41,sun-wok-pizzas
wok_561,sun-wok-pizzas
noodles_1644,sun-wok-pizzas
pasta_1614,my-madou
steak_2004,my-madou
fish_421,my-madou
2600,my-madou
breakfast_681,from-be-for-you
belgian_1974,from-be-for-you
other_101,from-be-for-you
burgers_1984,kroket
snacks_201,kroket
sushi_51,sushi-me-ixelles
japanese_551,sushi-me-ixelles
100-halal_921,sushi-me-ixelles
2600,sushi-me-ixelles
italian-pizza_271,la-pizza-bio-la-pizza-bio
fries_1734,al-colosseo-forest
tacos_1964,al-colosseo-forest
100-halal_921,al-colosseo-forest
burgers_1984,five-guys-bruxelles
fries_1734,five-guys-bruxelles
hot-dog_2034,five-guys-bruxelles
italian-pizza_271,da-mario-take-away
pasta_1614,da-mario-take-away
salads_1456,da-mario-take-away
italian-pizza_271,koala
burgers_1984,koala
salads_1456,koala
pasta_1614,delices-agbalo
pancakes_1674,delices-agbalo
smoothie-and-juice_1664,delices-agbalo
2600,delices-agbalo
italian-pizza_271,allo-beyrouth
lebanese_491,allo-beyrouth
halal_371,allo-beyrouth
pita-kebab_651,kebap-center
snacks_201,kebap-center
100-halal_921,kebap-center
pasta_1614,why-not
sandwiches_671,why-not
desserts_954,why-not
indian_71,fresh-spicy
tandoori_1624,fresh-spicy
100-halal_921,fresh-spicy
pita-kebab_651,beyranet
turkish_511,beyranet
100-halal_921,beyranet
sushi_51,lucysushi
japanese_551,lucysushi
noodles_1644,lucysushi
international_1486,cocorico-bruxelles
100-halal_921,cocorico-bruxelles
chicken_521,cocorico-bruxelles
pita-kebab_651,stick-that-meat-1
greek_501,stick-that-meat-1
wrap_1416,stick-that-meat-1
burgers_1984,the-food-box-brussels
100-halal_921,the-food-box-brussels
american_381,the-food-box-brussels
lebanese_491,gabys-sandwiches
sandwiches_671,gabys-sandwiches
sandwiches_691,gabys-sandwiches
burgers_1984,louisiana-grill-gourmet
fish_421,louisiana-grill-gourmet
chicken_231,louisiana-grill-gourmet
pasta_1614,daily-pates-1
halal_371,daily-pates-1
italian_21,daily-pates-1
2600,daily-pates-1
italian-pizza_271,rubens-grillade-1040
burgers_1984,rubens-grillade-1040
grill_801,rubens-grillade-1040
mexican_221,donkis-wings
chicken_521,donkis-wings
pita-kebab_651,tekince-doner
fries_1734,tekince-doner
snacks_201,tekince-doner
sandwiches_671,joe-la-frite
snacks_201,joe-la-frite
belgian_1974,joe-la-frite
2600,joe-la-frite
pasta_1614,trattoria-al-dente
sandwiches_671,keufte
turkish_511,keufte
100-halal_921,keufte
italian-pizza_271,pizzeria-saint-pierre-etterbeek
italian_21,pizzeria-saint-pierre-etterbeek
pita-kebab_651,miracle
fries_1734,miracle
snacks_201,miracle
2600,miracle
burgers_1984,tip-top-burger
100-halal_921,tip-top-burger
french-tacos_2548,tip-top-burger
2600,tip-top-burger
italian-pizza_271,pizzeria-modugno
italian_21,pizzeria-modugno
italian-pizza_271,gabbiani-reali
pasta_1614,gabbiani-reali
italian_21,gabbiani-reali
japanese_551,jm-sushi-bruxelles-1
drinks-and-snacks_661,jm-sushi-bruxelles-1
curry_731,jm-sushi-bruxelles-1
chinese_41,thai-chiangmai
thai_61,thai-chiangmai
vegetarian_391,thai-chiangmai
lebanese_491,deli-liban-1
italian-pizza_271,pizza-boom-1
pasta_1614,madina-food
sandwiches_671,madina-food
snacks_201,madina-food
sushi_51,maki-maki-1
japanese_551,maki-maki-1
salads_1456,maki-maki-1
burgers_1984,tonton-chami-ixelles
tacos_1964,tonton-chami-ixelles
snacks_201,tonton-chami-ixelles
pasta_1614,love-ciabatta-bruxelles-1
sandwiches_671,love-ciabatta-bruxelles-1
salads_1456,love-ciabatta-bruxelles-1
burgers_1984,live-central-park
fries_1734,live-central-park
snacks_201,live-central-park
pasta_1614,le-rosmarino
steak_2004,le-rosmarino
salads_1456,le-rosmarino
italian-pizza_271,bella-ciaoo
pasta_1614,bella-ciaoo
italian_21,bella-ciaoo
2600,bella-ciaoo
thai_61,jardin-asiatique
vietnamese_261,jardin-asiatique
thai_61,better-than-hungry
desserts_954,better-than-hungry
noodles_1644,better-than-hungry
burgers_1984,foodminte
sandwiches_671,foodminte
breakfast_681,foodminte
burgers_1984,sel-et-miel
sandwiches_671,sel-et-miel
snacks_201,sel-et-miel
italian-pizza_271,pizzeria-istanbul-malibran
turkish_511,pizzeria-istanbul-malibran
turkish-pizza_291,pizzeria-istanbul-malibran
lebanese_491,restaurant-le-royal
halal_371,restaurant-le-royal
wrap_1416,restaurant-le-royal
desserts_954,hatay-kunefe
turkish_511,hatay-kunefe
pita-kebab_651,ozturk
snacks_201,ozturk
turkish_511,ozturk
salads_1456,foodmaker-rogier
falafel_1215,foodmaker-rogier
wrap_1416,foodmaker-rogier
wok_561,bowlsbe
halal_371,bowlsbe
japanese_551,bowlsbe
pita-kebab_651,snack-au-petit-creux
snacks_201,snack-au-petit-creux
burgers_1984,gare-des-artistes
pasta_1614,gare-des-artistes
fish_421,gare-des-artistes
italian-pizza_271,otomat-merode
american-pizza_281,otomat-merode
2600,otomat-merode
sandwiches_671,breakpointcolonies
breakfast_681,breakpointcolonies
chinese_41,restaurant-king-hwa
thai_61,restaurant-king-hwa
vietnamese_261,restaurant-king-hwa
salads_1456,foodmaker-ravenstein
falafel_1215,foodmaker-ravenstein
wrap_1416,foodmaker-ravenstein
italian-pizza_271,le-gourmet-bruxelles
pasta_1614,le-gourmet-bruxelles
halal_371,le-gourmet-bruxelles
desserts_954,arts-bagels-etterbeek
salads_1456,arts-bagels-etterbeek
bagel_1884,arts-bagels-etterbeek
desserts_954,dunkin-donuts-1
smoothie-and-juice_1664,dunkin-donuts-1
american_381,dunkin-donuts-1
2600,dunkin-donuts-1
italian-pizza_271,o-sole-mio-bruxelles-1
italian_21,o-sole-mio-bruxelles-1
italian-pizza_271,osaison
pasta_1614,osaison
american-pizza_281,osaison
greek_501,feta-oregano-ixelles
ribs_1994,feta-oregano-ixelles
salads_1456,feta-oregano-ixelles
thai_61,chaba-thai
wok_561,chaba-thai
noodles_1644,chaba-thai
italian-pizza_271,terracotta-pizze-tapas
italian_21,terracotta-pizze-tapas
spanish-and-tapas_11,terracotta-pizze-tapas
african_771,o-senegal-vip
italian-pizza_271,gioia-pizza
pasta_1614,gioia-pizza
italian_21,gioia-pizza
sandwiches_671,tekince-cigkofte
turkish_511,tekince-cigkofte
fish_421,tekince-cigkofte
italian-pizza_271,the-better-pizza-company
halal_371,emirda
snacks_201,emirda
turkish_511,emirda
pita-kebab_651,loqqum-restaurant
turkish_511,loqqum-restaurant
grill_801,loqqum-restaurant
italian-pizza_271,limor-pizzeria
pasta_1614,limor-pizzeria
sandwiches_691,limor-pizzeria
2600,limor-pizzeria
groceries_2500,magnum-and-benjerrys-store-schaerbeek
desserts_954,magnum-and-benjerrys-store-schaerbeek
american_381,magnum-and-benjerrys-store-schaerbeek
2600,magnum-and-benjerrys-store-schaerbeek
salads_1456,foodmaker-hubert
falafel_1215,foodmaker-hubert
wrap_1416,foodmaker-hubert
desserts_954,dunkin-city-2-bruxelles
smoothie-and-juice_1664,dunkin-city-2-bruxelles
american_381,dunkin-city-2-bruxelles
2600,dunkin-city-2-bruxelles
